,train_loss,train_metric,valid_loss,valid_metric,test_loss,test_metric
0,0.13386489716164351,0.5508851466695146,0.13408075324198623,0.5502969643083926,0.13386720867012392,0.5503180627895254
1,0.08873381756618659,0.8026658115907589,0.08877190026240227,0.8028739715896249,0.08876964541586069,0.8022638846408808
2,0.06432017526109425,0.8963144014654697,0.06435543531142143,0.8963991297690063,0.06443232748124182,0.8958247222602622
3,0.06070451445250306,0.9076438158708194,0.06073122095321923,0.9077392535636698,0.06085091331205938,0.9070838446463045
4,0.05123814536930501,0.9342022859851368,0.05125765957242111,0.9342780437142236,0.051386055805869635,0.9337405854240913
5,0.05999898524309383,0.9097781327612549,0.060058780067182536,0.9097710403997658,0.06015423227922427,0.9091992564460526
6,0.09598071026462669,0.769117019933376,0.09604104694933753,0.7692685957652728,0.09610471155785032,0.7682357818531564
7,0.04313824074766693,0.9533610397133974,0.04320651500596715,0.9533027386943158,0.043398859049419924,0.9527378307124921
8,0.0793652703554993,0.842135310047183,0.07933638354855156,0.8425517863009933,0.0794864692438726,0.841458325991712
9,0.0471000412054804,0.9444010518817606,0.0471352205200711,0.9444244176256189,0.0473022796388146,0.9438536962246316
10,0.0612906613626594,0.9058516708583271,0.06128902600601279,0.9060366748622706,0.0614409337754619,0.905273248948045
11,0.03903094929578893,0.961819445631979,0.039073481200951304,0.9618093413891134,0.03929698384663109,0.961249664733509
12,0.06147187719415019,0.9052941181965481,0.061503317626126534,0.9053784572555413,0.061655214410019206,0.9046113610728631
13,0.035420619132284316,0.9685561079370717,0.035456768948024506,0.9685521289350005,0.035716824784814374,0.9679887440664126
14,0.035849943519785564,0.9677892415292864,0.035916004999206975,0.9677322276867879,0.036163950886374384,0.9671822524842707
15,0.12298929536466122,0.6208957725138045,0.1229413374533513,0.6219155609835967,0.12308056095966902,0.6198666602310697
16,0.03647493741078854,0.9666563521484081,0.036469025986710785,0.9667308837536083,0.0367461725549995,0.9661170472403264
17,0.03278110640542516,0.9730678381497575,0.032779310335943126,0.9731222716950266,0.03306461722680115,0.9725663226581084
18,0.050293366287511465,0.9366064005770718,0.05026427692641552,0.936800765836233,0.05045211734531489,0.9361272197345823
19,0.03226029145317978,0.9739168179039537,0.03228686734998156,0.9739237728380588,0.032547133696297116,0.9734183139920566
20,0.05776165874464981,0.9163813187420127,0.057747279346683014,0.916582725752124,0.057925848967383446,0.9158019869214618
21,0.030701540917191808,0.9763764942670982,0.030789409233351845,0.9762865005244503,0.030980640844303815,0.9759154897099657
22,0.06229128790988062,0.9027524606404835,0.062358635501081054,0.902728380986428,0.062450366509384764,0.902135087531265
23,0.029553826457505317,0.9781097139128447,0.02964153894039682,0.9780216829119822,0.029851690349164087,0.9776388115015983
24,0.03562142579093446,0.9681985738150994,0.0356872976386875,0.9681418712848584,0.03587388899996245,0.9677065868015013
25,0.027153512611988444,0.9815211032584369,0.027281334019894795,0.9813823805977044,0.0274762051943246,0.981056050481517
26,0.03268144270128929,0.9732313517636266,0.03282252016021577,0.9730513642265338,0.032956322928367386,0.9727457317825261
27,0.028439870590395884,0.9797288105493597,0.028571618836588538,0.9795796755715268,0.02876639526452903,0.979235192298974
28,0.112293465772037,0.6839666080122075,0.11229603180222107,0.684556373437293,0.11242784691949417,0.6828207153524928
29,0.03050661776456909,0.9766755118749912,0.030613672886015863,0.976556426475882,0.030860959409318076,0.9761012122303915
30,0.030795196043984587,0.9762321473098278,0.03091135103331824,0.9760982931444292,0.031113169480725837,0.9757089921102132
31,0.026340543042610964,0.9826110463094758,0.026501340826479574,0.9824317449512644,0.02671191681466986,0.9820952962555195
32,0.041260597863196635,0.9573327124497221,0.04137204030566364,0.9571839287481558,0.041524606926598345,0.9567318736376003
33,0.026264205085291818,0.9827116907058201,0.026454671509320554,0.9824935662018351,0.02664404971224405,0.9821861620437247
34,0.04623743694761602,0.9464189148946744,0.046363571767917444,0.9462291738133763,0.04646454867460045,0.9458248062845708
35,0.024060109744456295,0.9854916104440268,0.02431332449524301,0.9852129467910711,0.024461977519137267,0.9849844877380537
36,0.04344182210260449,0.9527022951773619,0.04358988399986129,0.9524703775909791,0.0436831367800332,0.952116635126412
37,0.0232948560309065,0.9863998386385212,0.02356928475257241,0.9861041301068043,0.023682723638891977,0.9859259099990315
38,0.031031241721684498,0.9758663888978379,0.031261214327102924,0.9755541792543748,0.03131311464509512,0.975395782125294
39,0.023409421927986403,0.9862657363869992,0.023690573311367504,0.9859607443265682,0.023791177419040525,0.9857967119002217
40,0.037347564688266006,0.9650418391084428,0.037535105082837354,0.9647573781412933,0.0376241782621751,0.9644785183179396
41,0.022821114046659013,0.9869473803037504,0.02313341826156659,0.9866133299415986,0.023219700862540535,0.9864708576010017
42,0.030134194347940967,0.9772415243504949,0.030369402797875412,0.9769290518070984,0.03045792936121105,0.9767213507190035
43,0.021447545225068924,0.9884713305617977,0.021788685963866128,0.9881244150043041,0.021882935702437486,0.9879837708945293
44,0.05769538228215233,0.9165730991128439,0.05782122576581371,0.9163689544653848,0.057907930302086845,0.9158540700788513
45,0.02199595394661173,0.9878742222040086,0.02233209889527193,0.9875246707000529,0.022406175344570546,0.987402264504308
46,0.02134441906629581,0.9885819305389029,0.021700524743643524,0.9882203222169105,0.021775409693311158,0.9881015689151151
47,0.024270825815131302,0.985236371537782,0.024583880031158075,0.9848820190841854,0.02463278328217381,0.9847740640993609
48,0.020699895731500537,0.9892610872249045,0.021061889539978514,0.9889034595483818,0.0211353570590696,0.9887907589773867
49,0.02387201492046688,0.9857175683283699,0.024205425877716062,0.9853439008893871,0.02427061160062246,0.9852185014561863
50,0.01985209653869583,0.9901227337477725,0.020270284118169002,0.9897219054400801,0.02030854758848245,0.9896506099587087
51,0.020440474706314746,0.9895285709210039,0.02084573727522779,0.9891300523022264,0.02087959771783919,0.9890604040808879
52,0.021272794096929063,0.9886584327117711,0.021670049381600553,0.9882533848727892,0.021699555442611526,0.9881843204408702
53,0.03764953076916127,0.9644742595934346,0.037879735524206856,0.9641072434210802,0.037844613550856526,0.9640610671367663
54,0.021405006125454436,0.9885170172204468,0.021774183571358536,0.9881402182573168,0.021818054823897527,0.9880549193372777
55,0.023054094343018694,0.9866795120767974,0.023409465706373297,0.9862919417536777,0.023471868020028104,0.9861754074828915
56,0.01887049569393028,0.9910753618322219,0.019323806037894926,0.9906593245983947,0.019335061498086385,0.9906190214652225
57,0.027911504561538448,0.9804750245238,0.028229173356767442,0.980066238552545,0.028257875880175476,0.9799628450429088
58,0.018266816402762752,0.9916372381806764,0.01874957855257479,0.9912062128121149,0.018743038461202424,0.9911847015747758
59,0.06280331541298889,0.9011471619516012,0.06294373077246972,0.9008944678005167,0.06294124239876951,0.9005905549149583
60,0.0206336183575069,0.9893297452522412,0.02100754929299087,0.9889606444585143,0.021004944328318616,0.9889286621682676
61,0.019091914778668236,0.990864696641891,0.019540311038657325,0.9904488452437464,0.019522296871963947,0.9904364561533665
62,0.020379108687153237,0.9895913507363571,0.02080214388599699,0.9891754679132772,0.020802854346862694,0.9891406736415594
63,0.03450763347382684,0.9701561840031684,0.03476370054150726,0.969769527362875,0.034802231808281084,0.9696071646323923
64,0.01746745608235288,0.9923531367932645,0.01799438572249414,0.9919003363366166,0.017953531897331364,0.991911707974685
65,0.02356566217246759,0.9860817929922273,0.02393804593434667,0.985665903442549,0.023947625339744854,0.9856092994206851
66,0.016782721763901463,0.9929409088747468,0.017330795673204016,0.9924867136117926,0.017293102921176254,0.9924958263035917
67,0.03453691619208275,0.9701055123590447,0.03479044738148728,0.9697229914035754,0.034821457293912506,0.969573576020668
68,0.017440023435750324,0.9923771367760459,0.017961937251393733,0.991929521476469,0.017916794976642916,0.991944775040419
69,0.016973448696800786,0.9927795513165891,0.01749911382837144,0.9923400655687086,0.017483677608243063,0.9923295189218433
70,0.06447899817259968,0.8958017168958556,0.06463691994199795,0.8954908674950398,0.06463252756119456,0.8951763427847612
71,0.01851445412112572,0.9914089583207999,0.018988813263496662,0.9909803729014218,0.01896115256060577,0.9909783391622885
72,0.0168771744980314,0.9928612285116767,0.017389631057071895,0.9924356141070542,0.0173596372962022,0.992437971166359
73,0.022942724916587394,0.9868078981876938,0.023286496667396857,0.9864355793881152,0.02330527318612307,0.9863709550942945
74,0.01691346567531467,0.9928304942894145,0.017440257665561357,0.9923915056298731,0.017407627258489128,0.992396103735046
75,0.01613170516739927,0.9934779435745356,0.016690463733298345,0.9930316534360197,0.016651623650041282,0.9930422278979192
76,0.06355284853583708,0.8987735415589825,0.06371902305828021,0.8984380210051048,0.06370637184798646,0.8981589727761435
77,0.017805359183982326,0.9920544222797525,0.018294169353065652,0.9916282099906697,0.018248905519362292,0.9916433796806804
78,0.015996300057724327,0.9935869727679401,0.01655063382830816,0.9931479235614001,0.0164902482938547,0.9931764336615969
79,0.015363475282729903,0.9940843437080749,0.01594030977527339,0.9936439624690391,0.015879386407155496,0.9936726121022788
80,0.015715569358975116,0.9938100913535636,0.016296200123723577,0.9933569788897167,0.016213070719814513,0.9934038947275905
81,0.015764088645518013,0.9937718116175226,0.016344321117703082,0.993317688685596,0.016272134216697254,0.9933557484929377
82,0.017912195274966177,0.9919587857983547,0.018400957872325027,0.991530187448216,0.018382854620154834,0.9915202523142664
83,0.016352567583436704,0.993298131469533,0.016916359142798116,0.9928417522255352,0.016841641477991897,0.9928825263626041
84,0.016167682718352484,0.9934488195980874,0.016706344253954626,0.9930183867391211,0.016679288863110528,0.9930190892394961
85,0.016008751845451738,0.9935769848341752,0.016596632402702132,0.9931097831427559,0.016528762656959853,0.9931445223845704
86,0.03045886555982288,0.9767484746482011,0.030793243691828395,0.9762805937118613,0.03074062025914637,0.9762872304709765
87,0.015211862035044585,0.9942005239532691,0.01582176149072508,0.9937381507654374,0.01575582105664419,0.9937707019676425
88,0.01734805648300891,0.9924573205094711,0.017856349886250265,0.9920241254621495,0.01782419618296542,0.9920278229313462
89,0.015562350731352844,0.9939301997663536,0.016170804393949047,0.9934588187824411,0.01609596623452129,0.9934988357962264
90,0.02697839418623471,0.9817586829211267,0.027358311526202002,0.9812771688761003,0.02729328747952663,0.9813074424601409
91,0.014972498289450378,0.9943816014134024,0.015596915350723356,0.9939148629638538,0.015536800186279617,0.9939426846119745
92,0.017187380565826384,0.9925963924747231,0.017749816561848812,0.9921190117864207,0.01767560787023303,0.9921601862406313
93,0.017018007991934266,0.9927415908374448,0.017539759154501282,0.9923044406436,0.01751273145159494,0.9923040045186738
94,0.01902150079540018,0.9909319572522322,0.019491257528718504,0.9904967390139764,0.019478955811603322,0.9904788727332923
95,0.013457551722289192,0.9954610425130862,0.014140732959952022,0.9949980796242366,0.014084086299679008,0.9950224643184545
96,0.029338578623057172,0.9784274173911296,0.02969654397839385,0.9779400383898412,0.02964984344582403,0.9779401865444701
97,0.014059583364007157,0.9950458528299316,0.014699120937556305,0.9945952493736235,0.014657300173903102,0.994609053791818
98,0.01298034450132644,0.995777239592187,0.013689223378267843,0.9953123998305243,0.013625640588717581,0.9953412341022633
99,0.01352582636160276,0.995414870380516,0.014216387407402845,0.9949444148158682,0.014152445663181995,0.9949740285725646
100,0.015381067075783784,0.9940707885958194,0.015973351389226204,0.9936175852204635,0.015943167296081893,0.993621681064993
101,0.013800621620812683,0.995226671778405,0.014466610461381386,0.9947648815825962,0.014413692492775694,0.9947867622276944
102,0.0901505155955931,0.7963143512906163,0.09021060847765827,0.7964326319803097,0.09029537965323063,0.7954082659498061
103,0.08630137886740347,0.8133364719030098,0.086302329400809,0.8136892246544367,0.08653060614726804,0.8121130919005072
104,0.07301120210175004,0.8664010641372041,0.07305601478191755,0.8664927371925871,0.0732215975897735,0.8654649549520583
105,0.06692408474919252,0.8877493455101566,0.06696984964298607,0.8878106620630124,0.06712212222923045,0.8869453611783702
106,0.0431361721934995,0.9533655124145032,0.043231198700622954,0.9532493673692538,0.04331607380002743,0.9529179680564883
107,0.0432292761528497,0.9531639860070765,0.04331626595302188,0.9530652014255052,0.043354017069802284,0.9528354477944108
108,0.04749301635859982,0.9434694114071127,0.04758376710358426,0.9433616516309963,0.0476234632712366,0.9430886382014142
109,0.02930595125756766,0.9784753723514714,0.029412046605292768,0.978360689049919,0.029463588507183253,0.9782164674145458
110,0.02739935719655221,0.9811849771766061,0.027525755504551414,0.9810472849209794,0.02756770167944392,0.9809296726935524
